file_path,filename,state,condition,sample_rate,duration_s,channels,tier1_label,tier1_name,tier2_label,tier2_name,tier3_label,tier3_name
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_24.wav,mix_24.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_18.wav,bad_ignition_18.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/power_steering/power_steering_29.wav,power_steering_29.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_72.wav,normal_brakes_72.wav,braking state,normal_brakes,24000,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/power_steering/power_steering_43.wav,power_steering_43.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_150.wav,normal_engine_idle_150.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_60.wav,mix_60.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_11.wav,serpentine_belt_11.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_126.wav,power_steering_126.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_73.wav,mix_73.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_177.wav,normal_engine_idle_177.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_18.wav,mix_18.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_216.wav,normal_engine_idle_216.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_33.wav,serpentine_belt_33.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_4.wav,mix_4.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_54.wav,normal_brakes_54.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/low_oil/low_oil_107.wav,low_oil_107.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_11.wav,mix_11.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_63.wav,mix_63.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_52.wav,mix_52.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_34.wav,normal_brakes_34.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_92.wav,mix_92.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_54.wav,power_steering_54.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_2.wav,bad_ignition_2.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_42.wav,bad_ignition_42.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_51.wav,bad_ignition_51.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_110.wav,normal_engine_idle_110.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_94.wav,mix_94.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_60.wav,mix_60.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_213.wav,normal_engine_idle_213.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_12.wav,bad_ignition_12.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_74.wav,worn_out_brakes_74.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_29.wav,normal_engine_startup_29.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_95.wav,mix_95.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_16.wav,normal_brakes_16.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/low_oil/low_oil_4.wav,low_oil_4.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_60.wav,mix_60.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_59.wav,mix_59.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_20.wav,normal_brakes_20.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/startup state/dead_battery/dead_battery_29.wav,dead_battery_29.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_3.wav,normal_brakes_3.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_21.wav,serpentine_belt_21.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_35.wav,normal_brakes_35.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_81.wav,mix_81.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_8.wav,normal_engine_startup_8.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_68.wav,normal_brakes_68.wav,braking state,normal_brakes,24000,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_53.wav,mix_53.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_44.wav,power_steering_44.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_233.wav,normal_engine_idle_233.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/power_steering/power_steering_117.wav,power_steering_117.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_12.wav,mix_12.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_59.wav,mix_59.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_68.wav,mix_68.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/low_oil/low_oil_43.wav,low_oil_43.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/power_steering/power_steering_66.wav,power_steering_66.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_105.wav,normal_engine_idle_105.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_95.wav,normal_engine_idle_95.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_57.wav,mix_57.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_104.wav,mix_104.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_29.wav,mix_29.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_30.wav,mix_30.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_27.wav,normal_engine_startup_27.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/idle state/power_steering/power_steering_94.wav,power_steering_94.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_68.wav,mix_68.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/combined/no oil_serpentine belt/mix_106.wav,mix_106.wav,idle state,combined/no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_73.wav,normal_engine_idle_73.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_22.wav,normal_brakes_22.wav,braking state,normal_brakes,44100,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_4.wav,bad_ignition_4.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_54.wav,mix_54.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_73.wav,power_steering_73.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_104.wav,mix_104.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/bad_ignition/bad_ignition_60.wav,bad_ignition_60.wav,startup state,bad_ignition,44100,1.7,1,1,Anomaly,5,Start-Up Fault,7,Bad Ignition
car_diagnostics_dataset/idle state/power_steering/power_steering_90.wav,power_steering_90.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/startup state/dead_battery/dead_battery_48.wav,dead_battery_48.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_65.wav,mix_65.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_180.wav,normal_engine_idle_180.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/power_steering/power_steering_56.wav,power_steering_56.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_51.wav,normal_engine_startup_51.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/startup state/dead_battery/dead_battery_28.wav,dead_battery_28.wav,startup state,dead_battery,44100,1.7,1,1,Anomaly,5,Start-Up Fault,8,Dead Battery
car_diagnostics_dataset/idle state/power_steering/power_steering_74.wav,power_steering_74.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_22.wav,mix_22.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_131.wav,normal_engine_idle_131.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_12.wav,normal_engine_idle_12.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_235.wav,normal_engine_idle_235.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_26.wav,normal_engine_idle_26.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/braking state/normal_brakes/normal_brakes_73.wav,normal_brakes_73.wav,braking state,normal_brakes,24000,1.5,1,0,Normal,0,Normal Braking,0,Normal Braking
car_diagnostics_dataset/braking state/worn_out_brakes/worn_out_brakes_16.wav,worn_out_brakes_16.wav,braking state,worn_out_brakes,44100,1.5,1,1,Anomaly,1,Braking Fault,1,Worn Brakes
car_diagnostics_dataset/idle state/low_oil/low_oil_88.wav,low_oil_88.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_35.wav,normal_engine_idle_35.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/serpentine_belt/serpentine_belt_116.wav,serpentine_belt_116.wav,idle state,serpentine_belt,44100,1.5,1,1,Anomaly,3,Idle Fault,5,Serpentine Belt Fault
car_diagnostics_dataset/idle state/low_oil/low_oil_68.wav,low_oil_68.wav,idle state,low_oil,44100,1.5,1,1,Anomaly,3,Idle Fault,3,Low Oil
car_diagnostics_dataset/idle state/power_steering/power_steering_107.wav,power_steering_107.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/power_steering/power_steering_100.wav,power_steering_100.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
car_diagnostics_dataset/idle state/combined/power steering combined_no oil_serpentine belt/mix_62.wav,mix_62.wav,idle state,combined/power steering combined_no oil_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_10.wav,normal_engine_idle_10.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_no oil/mix_102.wav,mix_102.wav,idle state,combined/power steering combined_no oil,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/startup state/normal_engine_startup/normal_engine_startup_53.wav,normal_engine_startup_53.wav,startup state,normal_engine_startup,44100,1.7,1,0,Normal,4,Normal Start-Up,6,Normal Start-Up
car_diagnostics_dataset/idle state/normal_engine_idle/normal_engine_idle_18.wav,normal_engine_idle_18.wav,idle state,normal_engine_idle,44100,1.5,1,0,Normal,2,Normal Idle,2,Normal Idle
car_diagnostics_dataset/idle state/combined/power steering combined_serpentine belt/mix_101.wav,mix_101.wav,idle state,combined/power steering combined_serpentine belt,44100,1.5,1,1,Anomaly,3,Idle Fault,-1,EXCLUDED
car_diagnostics_dataset/idle state/power_steering/power_steering_31.wav,power_steering_31.wav,idle state,power_steering,44100,1.5,1,1,Anomaly,3,Idle Fault,4,Power Steering Fault
